Year,Quarter,Total_Mkt_Fare,depart_city,arrival_city,airlineID,Passengers_by_Carrier,CarriersMktShare,CarrierAvgFare,Carrier_MinFareIncrement,CarrierMinPassangerShare,CarrierMaxFareIncrement,CarrierMaxPassengerShare,depart_state,arrival_state,Avg_TDOMT_COST_carrier,avg_TDOMT_GALLONS_carrier,Monthly Average Temperature_depart,Monthly Total Precepitation_depart,Monthly Average Windspeed_depart,Monthly Average Temperature_arrival,Monthly Total Precepitation_arrival,Monthly Average Windspeed_arrival,distance
1996,4,81.3,83,103,19805,3410,0.19,79.65,75,0.71,150,0.05,32,37,108942594.0,159935654.33333334,9.9,50.0,20.1,17.033333333333335,39.333333333333336,12.166666666666666,419.01904411100463
1996,4,81.3,83,103,19805,3410,0.19,79.65,75,0.71,150,0.05,32,37,108942594.0,159935654.33333334,9.9,50.0,20.1,16.833333333333332,40.5,12.733333333333334,419.01904411100463
1996,4,81.3,83,103,19805,3410,0.19,79.65,75,0.71,150,0.05,32,37,108942594.0,159935654.33333334,9.9,50.0,20.1,16.833333333333332,39.333333333333336,12.166666666666666,419.01904411100463
1999,2,228.11,90,99,20355,15780,0.96,229.61,75,0.05,325,0.38,34,30,39709333.333333336,86635666.66666667,18.03846153846154,95.88205128205128,13.233333333333336,14.2,62.0,14.300000000000002,253.22127645726695
2006,4,97.01,22,92,19393,48130,0.41,78.98,75,0.52,125,0.26,12,34,185210418.66666663,119331567.0,5.433333333333334,92.33333333333331,15.966666666666669,7.133333333333333,70.0,11.433333333333335,412.5157119322023
2006,4,97.01,22,92,19393,48130,0.41,78.98,75,0.52,125,0.26,12,34,185210418.66666663,119331567.0,5.4,92.33333333333331,15.366666666666667,7.133333333333333,70.0,11.433333333333335,412.5157119322023
2006,4,97.01,22,92,19393,48130,0.41,78.98,75,0.52,125,0.26,12,34,185210418.66666663,119331567.0,6.366666666666667,110.03333333333332,16.233333333333334,7.133333333333333,70.0,11.433333333333335,412.5157119322023
1996,1,72.06,111,112,19687,15370,0.19,75.5,75,0.67,125,0.05,41,41,2548546.333333333,3461803.6666666665,6.400000000000001,150.0,15.6,-0.9666666666666668,55.333333333333336,14.033333333333331,227.68408065127355
1996,1,72.06,111,112,19687,15370,0.19,75.5,75,0.67,125,0.05,41,41,2548546.333333333,3461803.6666666665,6.400000000000001,150.0,15.6,-1.1,55.333333333333336,14.033333333333331,227.68408065127355
1996,1,72.06,111,112,19687,15370,0.19,75.5,75,0.67,125,0.05,41,41,2548546.333333333,3461803.6666666665,6.400000000000001,150.0,15.6,-0.9666666666666668,55.333333333333336,14.033333333333331,227.68408065127355
1996,1,72.06,111,112,19687,15370,0.19,75.5,75,0.67,125,0.05,41,41,2548546.333333333,3461803.6666666665,6.400000000000001,150.0,15.6,-1.1,55.333333333333336,14.033333333333331,227.68408065127355
2013,2,291.03,21,34,20355,15580,0.45,306.11,100,0.05,425,0.05,24,19,206787378.3333333,72900247.33333333,19.9,126.0,10.966666666666669,15.5,122.06666666666668,13.6,510.5754706349662
1998,2,232.36,34,71,19790,2470,0.12,137.01,100,0.27,150,0.12,19,36,90501503.0,178842142.66666666,16.033333333333335,68.2,13.5,26.35,35.65,14.05,623.5838223028783
2007,1,250.03,26,123,20355,11980,0.52,287.24,175,0.06,425,0.06,35,7,86965983.66666667,48631531.333333336,10.466666666666669,77.66666666666667,10.2,4.3,66.66666666666667,15.666666666666666,399.5628910815017
2001,3,221.08,52,71,19386,5930,0.37,229.53,100,0.16,450,0.09,37,36,81232569.33333333,103335778.0,27.4,133.33333333333334,8.333333333333334,28.5,140.3,9.8,484.7946217482536
2004,1,97.99,48,72,20437,16860,0.92,91.19,75,0.4,100,0.44,22,8,16356414.0,15917051.0,7.127267121377171,67.75651771454561,14.046893000722546,21.066666666666663,60.333333333333336,14.233333333333334,627.783460366959
2000,4,78.71,30,68,19805,11060,0.14,87.17,75,0.51,125,0.16,37,37,134230342.33333334,175155524.0,14.525462962962965,72.3810185185185,13.89074074074074,14.016666666666667,38.19499999999999,15.483333333333334,300.8871953735442
2012,1,273.81,23,123,19790,20810,0.74,286.84,150,0.09,450,0.09,31,7,387613828.6666667,119043927.0,6.266666666666667,83.0,14.7,8.533333333333333,47.0,14.2,402.2555250394037
2003,3,73.4,117,124,19393,15190,0.99,73.4,75,0.32,100,0.67,8,8,71210111.0,97404250.66666669,27.7,191.33333333333331,8.5,27.646666666666665,193.86666666666665,8.866666666666667,166.02947775135544
1996,3,84.41,61,105,19994,18640,0.1,77.35,75,0.54,125,0.08,29,4,5640784.333333333,8011773.666666667,31.46666666666667,3.333333333333333,14.366666666666664,17.166666666666668,0.0,19.766666666666666,409.8066321945096
2008,2,336.58,71,75,19805,2600,0.13,118.17,75,0.05,150,0.06,36,20,419490516.6666667,144877398.66666666,23.731250000000003,93.96875,12.93125,18.024794293603314,80.07120141125938,12.685804693971468,702.7814096567012
2011,1,356.11,26,123,20355,8480,0.61,377.6,125,0.1,725,0.17,35,7,181712265.66666663,65415428.0,10.2,84.0,9.933333333333332,4.666666666666667,74.33333333333333,14.8,399.5628910815017
1998,2,69.55,61,102,19393,58080,0.67,65.47,75,0.63,100,0.36,29,38,31543959.666666668,70134391.33333333,21.366666666666664,2.5,18.633333333333336,16.933333333333334,20.866666666666667,12.66666666666667,361.9882295091227
2007,4,273.08,23,81,19790,51290,0.79,281.57,150,0.1,225,0.11,31,30,265257891.0,98977351.66666669,8.700000000000001,131.66666666666666,10.266666666666667,5.028418455743879,86.30060037664784,13.961467608286254,570.5218525673794
2005,4,243.95,24,75,19704,9620,0.3,257.9,125,0.13,400,0.05,31,20,130324000.0,64697333.333333336,9.8,66.0,17.3,10.806040401580788,65.80426830707268,12.674493522818139,630.4881033196874
1998,4,238.26,92,113,20355,4810,0.29,235.19,75,0.08,400,0.24,34,21,36538666.66666666,84987666.66666667,7.033333333333334,47.333333333333336,11.233333333333334,8.105062537224539,61.72245384157237,14.129720071471112,560.8374843583371
1999,4,240.72,23,81,19704,13590,0.14,263.68,100,0.13,475,0.22,31,30,50053000.0,81994333.33333333,7.766666666666667,64.0,12.7,5.666666666666668,61.333333333333336,16.022222222222226,570.5218525673794
2004,1,261.25,55,75,20312,3920,0.14,171.76,100,0.07,250,0.06,13,20,19048631.33333333,18555596.0,1.8666666666666665,89.26666666666667,16.522222222222222,6.642915127679484,62.60882787219095,13.938915113227946,510.09328510017326
2013,2,330.67,53,123,20355,18800,0.67,308.86,125,0.31,400,0.19,1,7,206787378.3333333,72900247.33333333,20.466666666666665,117.66666666666669,10.9,19.633333333333336,131.66666666666666,13.866666666666667,606.1754580683197
1996,1,98.25,4,52,19393,18190,0.92,95.68,75,0.61,150,0.38,37,37,34758982.333333336,58272310.333333336,12.49182164785106,44.43676899716114,15.424351026605928,13.633333333333333,19.33333333333333,14.266666666666666,529.6883563309174
1997,3,249.4,21,51,20355,16290,0.91,250.92,100,0.08,425,0.21,24,6,51362000.0,88232666.66666667,25.46666666666667,113.66666666666669,8.333333333333334,22.144871794871793,126.81217948717948,9.011538461538462,631.427576590327
2004,3,99.88,83,113,19805,7370,0.4,111.63,75,0.32,125,0.16,32,21,204822366.3333333,173291601.0,24.866666666666664,78.66666666666667,15.2,24.499999999999996,99.38095238095241,12.267857142857144,456.4880056729848
2004,3,99.88,83,113,19805,7370,0.4,111.63,75,0.32,125,0.16,32,21,204822366.3333333,173291601.0,24.866666666666664,78.66666666666667,15.2,24.499999999999996,99.38095238095241,12.267857142857144,456.4880056729848
1997,1,74.9,10,52,19393,72040,0.81,71.59,75,0.33,100,0.66,37,37,44537801.333333336,62337806.0,12.766666666666666,55.333333333333336,13.4,13.966666666666669,140.66666666666666,11.4,145.77313646293229
2006,3,88.73,32,102,19393,37660,0.29,74.7,75,0.67,125,0.2,5,38,187106555.0,119510165.0,20.73333333333333,28.33333333333333,16.1,25.708802498980052,75.80940034401796,11.254961764019116,378.4011225740058
1997,1,248.47,22,92,20355,29640,0.58,248.98,100,0.09,350,0.39,12,34,58833500.0,87519000.0,-1.7666666666666666,85.06666666666666,17.46666666666667,1.3333333333333333,53.333333333333336,16.133333333333333,412.5157119322023
2010,1,97.81,2,32,19977,14470,0.27,112.12,75,0.37,175,0.13,28,5,168743225.0,78270970.33333333,4.278989808476347,68.707230349802,12.457985560578805,0.8666666666666667,10.0,13.7,336.06875712754777
2008,3,280.57,60,81,19790,6240,0.33,289.86,150,0.12,300,0.08,36,30,326277936.3333333,93241900.0,24.433333333333334,102.66666666666669,7.266666666666667,19.519999999999996,81.6,10.113333333333337,633.2683961638348
2014,2,309.33,23,90,20355,17160,0.63,323.62,150,0.05,475,0.06,31,34,216497608.66666663,74402040.33333333,17.866666666666667,133.33333333333334,13.1,17.533333333333335,127.66666666666669,14.1,502.47272943627127
2007,2,239.99,22,33,19977,12290,0.58,239.97,100,0.05,375,0.08,12,10,221298657.3333333,109219377.0,15.666666666666666,64.33333333333333,15.866666666666667,19.596254333235464,56.761877482113334,12.717929285202871,306.06707664174644
2007,2,239.99,22,33,19977,12290,0.58,239.97,100,0.05,375,0.08,12,10,221298657.3333333,109219377.0,15.6,64.33333333333333,15.4,19.596254333235464,56.761877482113334,12.717929285202871,306.06707664174644
2007,2,239.99,22,33,19977,12290,0.58,239.97,100,0.05,375,0.08,12,10,221298657.3333333,109219377.0,16.466666666666665,76.63333333333333,16.566666666666666,19.596254333235464,56.761877482113334,12.717929285202871,306.06707664174644
2002,3,209.03,93,123,20355,11910,0.8,218.08,100,0.11,350,0.08,18,7,49716000.0,69330666.66666667,19.700000000000003,69.66666666666667,10.466666666666669,25.666666666666668,50.0,13.6,2346.8425423434473
2007,3,92.68,15,111,19393,40770,0.47,83.14,75,0.45,125,0.25,11,41,219510052.3333333,129263017.0,23.6,6.166666666666667,10.699999999999998,17.866666666666667,45.333333333333336,6.966666666666666,404.6333020113532
2007,3,92.68,15,111,19393,40770,0.47,83.14,75,0.45,125,0.25,11,41,219510052.3333333,129263017.0,23.6,6.166666666666667,10.699999999999998,18.03333333333333,45.333333333333336,10.433333333333334,404.6333020113532
2001,1,235.51,81,93,19704,6840,0.37,276.83,100,0.11,450,0.1,30,18,67818333.33333333,80512000.0,-2.558333333333333,59.25000000000001,14.233333333333334,-3.9,70.0,12.633333333333336,2442.09012885301
1998,3,76.68,4,30,19805,15930,0.31,73.29,75,0.67,100,0.23,37,37,81505564.66666667,164804438.66666666,28.75327029156816,79.04602048857367,12.231993695823485,28.95555555555556,55.73148148148148,12.675925925925927,334.28297433507424
2004,3,93.99,30,121,19393,38230,0.68,86.96,75,0.25,125,0.08,37,32,82162720.66666667,101936913.33333331,28.70992907801418,71.80177304964539,12.61099290780142,26.079166666666666,118.33333333333334,9.854166666666666,235.5922854090546
2006,4,90.79,66,100,19393,535700,0.85,91.38,75,0.37,150,0.21,4,4,185210418.66666663,119331567.0,16.766666666666666,7.333333333333333,9.566666666666666,11.666666666666666,36.333333333333336,9.766666666666666,351.68981601572864
2006,4,90.79,66,100,19393,535700,0.85,91.38,75,0.37,150,0.21,4,4,185210418.66666663,119331567.0,16.766666666666666,7.333333333333333,9.566666666666666,11.666666666666666,36.333333333333336,9.766666666666666,351.68981601572864
2006,4,90.79,66,100,19393,535700,0.85,91.38,75,0.37,150,0.21,4,4,185210418.66666663,119331567.0,16.766666666666666,7.333333333333333,9.566666666666666,12.033333333333331,36.333333333333336,7.733333333333334,351.68981601572864
1997,3,73.66,104,120,19393,14290,0.7,69.99,75,1.0,75,1.0,4,3,39375461.333333336,67406666.33333333,21.75,0.3055555555555555,8.644444444444444,29.96666666666667,36.0,11.9,366.79925645752513
2011,3,261.65,34,58,19790,16680,0.56,305.69,175,0.05,500,0.07,19,21,419609332.0,137605156.66666666,22.53333333333333,164.5,10.566666666666666,24.433333333333334,86.33333333333333,12.633333333333333,639.6600146459717
2013,2,266.51,16,27,19393,8160,0.2,230.18,175,0.14,350,0.08,17,31,466732113.0,158255444.0,17.351018075665444,120.64935705576522,14.063280089134878,17.866666666666664,82.33333333333333,13.5,639.1450736725441
2012,2,325.72,23,90,20355,14570,0.62,330.41,150,0.13,525,0.06,31,34,214794436.3333333,69958350.0,18.566666666666663,76.66666666666667,9.133333333333333,17.866666666666667,75.0,12.4,502.47272943627127
2010,2,246.64,16,34,19790,67820,0.78,255.59,175,0.2,275,0.07,17,19,328609080.0,141970101.0,18.961889404101044,92.25916207543766,12.70526288803768,17.066666666666666,123.36666666666667,13.233333333333334,613.1346322263809
2000,1,250.51,8,55,19790,28340,0.75,276.81,100,0.05,475,0.25,9,13,96495724.0,175106114.0,10.166666666666666,85.0,13.699999999999998,2.2666666666666666,96.36666666666667,16.616666666666667,426.3379475950116
1998,4,75.37,30,73,19805,7330,0.11,79.15,75,0.54,100,0.34,37,37,78646775.33333333,162187773.0,14.525462962962965,72.3810185185185,13.89074074074074,13.233333333333334,15.666666666666666,16.433333333333334,316.4188866328161
2004,3,80.25,93,112,19393,26550,0.56,72.01,75,0.59,100,0.4,33,41,82162720.66666667,101936913.33333331,20.4,31.666666666666668,10.633333333333333,19.566666666666663,22.666666666666668,13.566666666666668,287.9961480578845
2004,3,80.25,93,112,19393,26550,0.56,72.01,75,0.59,100,0.4,33,41,82162720.66666667,101936913.33333331,20.4,31.666666666666668,10.633333333333333,19.566666666666663,22.666666666666668,13.566666666666668,287.9961480578845
1998,2,79.32,93,112,19930,15060,0.56,85.91,75,0.58,125,0.25,33,41,10693060.666666666,23487536.33333333,14.2,70.33333333333333,9.666666666666666,13.0,40.66666666666666,13.9,287.9961480578845
1998,2,79.32,93,112,19930,15060,0.56,85.91,75,0.58,125,0.25,33,41,10693060.666666666,23487536.33333333,14.2,70.33333333333333,9.666666666666666,13.0,40.66666666666666,13.9,287.9961480578845
1998,3,67.3,93,97,19930,6170,0.11,64.86,75,0.81,125,0.09,33,29,12173594.333333334,26624549.0,20.9,14.333333333333334,10.466666666666669,22.266666666666666,18.666666666666668,9.4,437.5123487421064
2011,4,266.65,22,98,19977,12790,0.42,297.82,125,0.05,475,0.2,12,39,220727370.3333333,71573693.0,6.800000000000001,68.33333333333333,15.0,11.7,76.33333333333333,11.233333333333334,618.5927689659435
2011,4,266.65,22,98,19977,12790,0.42,297.82,125,0.05,475,0.2,12,39,220727370.3333333,71573693.0,7.1000000000000005,68.33333333333333,14.566666666666668,11.7,76.33333333333333,11.233333333333334,618.5927689659435
2011,4,266.65,22,98,19977,12790,0.42,297.82,125,0.05,475,0.2,12,39,220727370.3333333,71573693.0,7.433333333333334,71.13333333333334,15.566666666666668,11.7,76.33333333333333,11.233333333333334,618.5927689659435
2002,4,235.36,34,82,19386,11320,0.81,246.11,100,0.06,475,0.06,19,39,66898904.0,87628995.33333333,4.866666666666666,60.5,15.966666666666669,11.4,132.33333333333334,14.2,525.3972617595367
2006,3,239.92,60,81,19704,5880,0.3,266.86,150,0.28,425,0.08,36,30,144320333.33333334,67797000.0,24.433333333333337,139.66666666666666,8.466666666666667,20.566666666666663,137.0,12.699999999999998,633.2683961638348
2005,4,254.5,71,75,19386,15280,0.78,281.36,125,0.05,575,0.05,36,20,151729662.0,75070175.33333333,15.7,39.55,13.1,10.806040401580788,65.80426830707268,12.674493522818139,702.7814096567012
1996,1,113.93,8,26,19790,8150,0.38,178.56,75,0.05,275,0.12,9,35,95151735.66666669,162548350.66666666,7.833333333333333,156.33333333333334,15.333333333333334,8.933333333333332,90.0,12.933333333333332,202.65821548314457
1999,4,222.79,24,81,19704,99330,0.71,243.01,75,0.06,475,0.17,31,30,50053000.0,81994333.33333333,4.45,76.44999999999999,17.3,5.666666666666668,61.333333333333336,16.022222222222226,407.35578204667183
2008,3,288.78,22,23,19805,11820,0.3,277.16,100,0.07,400,0.08,12,31,476192710.6666667,144076845.33333334,21.266666666666666,187.66666666666663,11.266666666666666,23.066666666666663,54.0,9.666666666666666,250.2373921364613
2008,3,288.78,22,23,19805,11820,0.3,277.16,100,0.07,400,0.08,12,31,476192710.6666667,144076845.33333334,21.4,187.66666666666663,10.066666666666666,23.066666666666663,54.0,9.666666666666666,250.2373921364613
2008,3,288.78,22,23,19805,11820,0.3,277.16,100,0.07,400,0.08,12,31,476192710.6666667,144076845.33333334,22.266666666666666,142.86666666666667,12.166666666666666,23.066666666666663,54.0,9.666666666666666,250.2373921364613
1996,1,88.19,30,80,19393,63390,0.57,78.47,75,0.6,125,0.39,37,16,34758982.333333336,58272310.333333336,11.273737373737372,85.14410774410774,16.301346801346803,13.266666666666667,78.66666666666667,13.066666666666668,444.79654077378717
1996,1,88.19,30,80,19393,63390,0.57,78.47,75,0.6,125,0.39,37,16,34758982.333333336,58272310.333333336,11.273737373737372,85.14410774410774,16.301346801346803,13.333333333333334,78.66666666666667,14.433333333333332,444.79654077378717
1996,1,88.19,30,80,19393,63390,0.57,78.47,75,0.6,125,0.39,37,16,34758982.333333336,58272310.333333336,11.273737373737372,85.14410774410774,16.301346801346803,13.333333333333334,78.66666666666667,14.433333333333332,444.79654077378717
2011,1,286.23,24,75,19790,9070,0.41,312.91,150,0.09,600,0.08,31,20,352510639.6666667,125164371.66666669,-1.2333333333333332,91.0,16.666666666666668,4.6702289295031765,69.1400258861411,13.488871406823641,630.4881033196874
2008,1,96.77,93,97,19393,34550,0.81,96.39,75,0.25,150,0.15,33,29,251064664.0,124604657.33333331,6.2,90.33333333333331,12.433333333333332,3.733333333333333,31.0,9.533333333333331,437.5123487421064
2008,2,222.13,34,58,19386,24270,0.66,243.07,150,0.19,275,0.13,19,21,197720069.0,68294622.66666667,15.6,92.63333333333333,15.1,17.7,108.66666666666669,16.96666666666667,639.6600146459717
1999,3,230.72,22,90,20355,42590,0.22,239.79,75,0.05,500,0.16,12,34,49189666.66666666,86242666.66666667,21.53333333333333,68.76666666666667,13.166666666666666,23.626140350877197,121.2138596491228,10.443508771929823,666.7820928709386
1998,2,261.61,22,50,19805,5730,0.3,241.92,100,0.06,500,0.08,12,34,82288834.33333333,162590187.66666666,16.266666666666666,108.93333333333332,14.666666666666666,17.429545454545455,103.7489898989899,12.330050505050508,572.6629768658316
1997,1,239.82,8,52,19704,31140,0.41,228.03,100,0.19,400,0.28,9,37,49755666.66666666,74893666.66666667,11.466666666666669,125.33333333333331,13.533333333333331,13.966666666666669,140.66666666666666,11.4,699.8078538541282
2010,2,94.33,60,85,20368,12320,0.36,73.29,75,0.71,125,0.07,36,8,22140627.0,9196010.666666666,21.600000000000005,67.66666666666667,9.233333333333334,25.46666666666667,92.66666666666669,11.0,539.6334383491296
2002,2,241.68,75,84,19386,14210,0.98,241.41,100,0.08,400,0.06,20,25,63393898.333333336,92418628.0,18.94236828962127,74.2139249298815,12.728988599265458,25.2,52.9,19.0,291.7046001821149
2002,2,241.68,75,84,19386,14210,0.98,241.41,100,0.08,400,0.06,20,25,63393898.333333336,92418628.0,18.94236828962127,74.2139249298815,12.728988599265458,25.2,52.9,19.0,291.7046001821149
2001,4,72.92,58,113,19805,4250,0.11,76.84,75,0.52,100,0.42,21,21,94006958.33333331,145960835.66666666,7.788888888888888,55.53535353535353,14.434343434343436,8.105062537224539,61.72245384157237,14.129720071471112,234.18477521934503
2006,2,225.88,92,113,19393,4910,0.27,152.46,125,0.21,200,0.31,34,21,172105509.66666666,114542094.66666669,15.266666666666666,87.66666666666667,11.433333333333332,18.853232931726904,113.20140562248997,16.217831325301205,560.8374843583371
2004,2,88.46,58,83,19393,18340,0.99,87.5,75,0.25,125,0.5,21,32,81609835.33333333,99342791.66666669,19.21025641025641,112.76923076923077,15.792307692307693,20.83333333333333,81.33333333333333,20.53333333333333,300.42108344262664
2004,2,88.46,58,83,19393,18340,0.99,87.5,75,0.25,125,0.5,21,32,81609835.33333333,99342791.66666669,19.21025641025641,112.76923076923077,15.792307692307693,20.83333333333333,81.33333333333333,20.53333333333333,300.42108344262664
1996,4,82.94,66,102,19393,28150,0.16,84.49,75,0.33,125,0.09,4,38,46104497.66666666,62962357.333333336,16.366666666666667,68.0,11.633333333333333,5.066666666666666,86.9,9.4,581.1380357360961
2000,3,79.92,57,117,20355,11120,0.58,84.68,75,0.69,125,0.1,8,8,88993333.33333333,97672000.0,26.666666666666668,201.0,10.433333333333332,27.96666666666667,158.66666666666666,9.866666666666664,168.06479262566748
2000,3,328.86,22,98,20355,2660,0.11,282.68,100,0.1,575,0.11,12,39,88993333.33333333,97672000.0,20.73333333333333,114.0,13.066666666666668,22.36666666666667,135.0,10.699999999999998,618.5927689659435
2002,2,296.38,22,23,19805,5730,0.15,306.35,100,0.08,600,0.08,12,31,140949561.0,198326058.3333333,14.800000000000002,129.66666666666666,15.3,17.133333333333333,148.66666666666666,10.633333333333333,250.2373921364613
1996,1,112.75,52,79,19393,27850,0.6,103.81,100,0.69,175,0.3,37,36,34758982.333333336,58272310.333333336,13.633333333333333,19.33333333333333,14.266666666666666,4.8,98.0,16.033333333333335,665.3213794076254
2008,1,233.68,75,79,19805,4630,0.29,182.53,125,0.17,225,0.05,20,36,373495884.0,145101315.33333334,4.135693257359924,69.59462790296122,13.800281446948114,6.4,108.66666666666669,13.033333333333331,695.7382752854761
1996,1,71.54,93,112,19393,8360,0.34,66.0,75,1.0,75,1.0,33,41,34758982.333333336,58272310.333333336,6.333333333333333,166.66666666666666,15.233333333333334,-0.9666666666666668,55.333333333333336,14.033333333333331,287.9961480578845
1996,1,71.54,93,112,19393,8360,0.34,66.0,75,1.0,75,1.0,33,41,34758982.333333336,58272310.333333336,6.333333333333333,166.66666666666666,15.233333333333334,-1.1,55.333333333333336,14.033333333333331,287.9961480578845
2011,2,276.83,22,71,19805,9160,0.28,254.96,125,0.25,525,0.09,12,36,360975344.6666667,123784632.33333331,15.166666666666666,132.0,16.566666666666666,22.96666666666667,190.0,14.966666666666669,480.94360224459456
2011,2,276.83,22,71,19805,9160,0.28,254.96,125,0.25,525,0.09,12,36,360975344.6666667,123784632.33333331,14.533333333333331,132.0,15.466666666666669,22.96666666666667,190.0,14.966666666666669,480.94360224459456
2011,2,276.83,22,71,19805,9160,0.28,254.96,125,0.25,525,0.09,12,36,360975344.6666667,123784632.33333331,15.466666666666669,156.33333333333334,16.833333333333332,22.96666666666667,190.0,14.966666666666669,480.94360224459456
2015,3,380.12,22,40,19805,5990,0.37,381.41,175,0.08,600,0.13,12,2,312082080.0,190844042.0,21.804224137931033,111.92327586206896,11.998419540229886,23.577775280958726,100.97738285389026,10.813041555240607,528.7517644399519
2004,1,257.48,67,81,19790,2600,0.1,276.4,125,0.16,325,0.05,15,30,122382545.33333331,131776278.66666669,4.9,88.0,14.133333333333336,-2.916666666666667,54.0,18.28333333333333,649.0175778508774
2005,2,93.47,48,117,20437,18340,0.92,87.36,75,0.8,225,0.05,22,8,33780891.333333336,21177777.666666668,19.20843336340648,74.76007878497839,13.551098515349807,24.100000000000005,158.0,11.366666666666664,433.3948464717962
2005,2,93.47,48,117,20437,18340,0.92,87.36,75,0.8,225,0.05,22,8,33780891.333333336,21177777.666666668,19.20843336340648,74.76007878497839,13.551098515349807,24.6,146.03333333333333,14.333333333333334,433.3948464717962
2003,3,223.79,30,67,19805,11610,0.7,221.91,100,0.07,200,0.13,37,15,139797864.33333334,181678305.66666663,28.70992907801418,71.80177304964539,12.61099290780142,23.6,140.66666666666666,9.933333333333334,726.6354850599346
1999,1,220.93,90,96,20355,25820,0.71,226.09,100,0.28,375,0.27,34,24,30807333.33333333,83235000.0,2.024074074074074,76.9925925925926,14.616666666666667,7.733333333333334,97.0,10.9,346.05910101164386
2006,4,98.12,30,58,19393,56010,0.43,93.53,75,0.38,150,0.28,37,21,185210418.66666663,119331567.0,14.733333333333334,99.26666666666664,15.199999999999998,8.5,66.0,13.9,454.509496747221
2015,2,286.74,60,123,20355,5210,0.32,278.3,125,0.12,300,0.08,36,7,133388147.0,74029454.0,19.91612903225806,101.7204301075269,10.08763440860215,19.29252136752137,104.28418803418802,13.805982905982907,430.8968198255366
2000,2,251.74,27,81,19704,24290,0.28,280.0,125,0.11,450,0.19,31,30,60742666.66666666,81403333.33333333,16.933333333333334,112.66666666666669,13.8,13.56111111111111,118.55555555555559,14.65,479.45627685204363
1998,1,76.91,104,120,19991,2590,0.14,90.13,75,0.6,225,0.06,4,3,15414019.666666666,29861676.33333333,13.710416666666665,30.333333333333336,8.31875,12.233333333333334,42.333333333333336,10.733333333333334,366.79925645752513
2014,1,276.32,75,79,19393,5020,0.2,222.3,175,0.23,250,0.08,20,36,415592006.3333333,139637307.66666666,0.7663808570919398,70.783941717886,15.204782489731446,4.233333333333333,102.0,13.3,695.7382752854761
2000,1,282.02,23,81,19790,53850,0.7,297.2,75,0.07,500,0.18,31,30,96495724.0,175106114.0,3.9666666666666655,97.0,13.966666666666669,-0.32500000000000007,54.66666666666667,17.03333333333333,570.5218525673794
2006,3,96.85,61,104,19991,24820,0.12,97.65,75,0.41,150,0.14,29,4,79645895.66666667,36540445.333333336,31.3,1.5,12.466666666666669,22.266666666666666,0.5,9.7,257.7097267004856
2006,3,96.85,61,104,19991,24820,0.12,97.65,75,0.41,150,0.14,29,4,79645895.66666667,36540445.333333336,31.3,1.5,12.466666666666669,22.266666666666666,0.5,9.7,257.7097267004856
2006,3,96.85,61,104,19991,24820,0.12,97.65,75,0.41,150,0.14,29,4,79645895.66666667,36540445.333333336,31.63333333333333,1.5,12.066666666666665,22.266666666666666,0.5,9.7,257.7097267004856
2000,3,280.44,24,75,19704,8850,0.26,308.91,125,0.11,525,0.24,31,20,68408333.33333333,83033000.0,20.2,65.5,12.0,23.22851704882777,90.5975646828112,11.708177363866964,630.4881033196874
1996,4,69.07,72,117,19805,17460,0.29,86.7,75,0.46,150,0.05,8,8,108942594.0,159935654.33333334,23.433333333333334,85.0,14.9,20.53333333333333,52.0,11.433333333333332,205.63341679458193
2011,3,323.42,24,90,20355,14830,0.67,335.08,175,0.07,600,0.06,31,34,211362758.0,69818166.0,22.1,184.0,11.566666666666668,24.23333333333333,273.6666666666667,10.7,357.31467470216575
2001,2,266.91,34,71,19386,14480,0.82,286.04,125,0.17,550,0.06,19,36,84978027.33333333,104531061.0,16.2,81.10000000000001,13.833333333333334,22.4,161.5,12.9,623.5838223028783
2009,4,238.78,24,90,19704,4680,0.19,262.89,125,0.1,425,0.19,31,34,106883000.0,55594000.0,6.748842592592593,80.83425925925927,15.876620370370368,8.433333333333334,139.0,13.733333333333333,357.31467470216575
2006,2,223.48,27,81,19704,32310,0.29,277.87,125,0.07,400,0.13,31,30,136055333.33333334,66515000.0,16.866666666666664,97.0,12.466666666666669,14.5,65.0,14.0,479.45627685204363
2000,2,225.69,22,82,19790,3450,0.11,212.57,125,0.06,225,0.07,12,39,100020128.33333331,179435553.0,14.9,135.79999999999998,15.166666666666666,19.9,136.0,17.5,698.6239104029104
2001,4,234.91,55,90,20355,22760,0.81,248.12,75,0.05,525,0.08,13,34,49567333.333333336,70423666.66666667,7.48888888888889,91.46666666666665,15.055555555555555,8.860833333333334,104.0125,13.485833333333336,583.6139157767669
2007,3,98.57,61,91,20355,48860,0.21,107.69,75,0.33,150,0.21,29,3,98073892.66666669,45521135.66666666,31.600000000000005,14.333333333333334,11.8,33.0,6.333333333333333,8.033333333333333,257.2609681517248
2007,3,98.57,61,91,20355,48860,0.21,107.69,75,0.33,150,0.21,29,3,98073892.66666669,45521135.66666666,31.600000000000005,14.333333333333334,11.8,34.53333333333333,6.333333333333333,11.166666666666666,257.2609681517248
2007,3,98.57,61,91,20355,48860,0.21,107.69,75,0.33,150,0.21,29,3,98073892.66666669,45521135.66666666,31.600000000000005,14.333333333333334,11.8,33.0,6.333333333333333,8.033333333333333,257.2609681517248
