Year,Quarter,Total_Mkt_Fare,depart_city,arrival_city,airlineID,Passengers_by_Carrier,CarriersMktShare,CarrierAvgFare,Carrier_MinFareIncrement,CarrierMinPassangerShare,CarrierMaxFareIncrement,CarrierMaxPassengerShare,depart_state,arrival_state,Avg_TDOMT_COST_carrier,avg_TDOMT_GALLONS_carrier,Monthly Average Temperature_depart,Monthly Total Precepitation_depart,Monthly Average Windspeed_depart,Monthly Average Temperature_arrival,Monthly Total Precepitation_arrival,Monthly Average Windspeed_arrival,distance
2014,2,329.12,30,71,19805,14740,0.67,334.79,75,0.05,500,0.08,37,36,353988638.3333333,116463410.0,23.433333333333334,73.66666666666667,17.966666666666665,21.6,202.0,13.133333333333336,421.1878482160822
2014,2,329.12,30,71,19805,14740,0.67,334.79,75,0.05,500,0.08,37,36,353988638.3333333,116463410.0,22.633333333333336,77.56666666666666,17.133333333333333,21.6,202.0,13.133333333333336,421.1878482160822
2015,2,262.29,34,58,19790,8820,0.23,364.18,150,0.05,625,0.09,19,21,372748088.3333333,150414071.66666666,14.05,109.75,15.05,18.881666666666668,106.78333333333335,16.28666666666667,639.6600146459717
2012,1,275.7,21,22,19805,10640,0.16,272.5,150,0.09,500,0.09,24,12,372279279.3333333,116940618.66666669,10.566666666666668,63.333333333333336,9.866666666666664,3.4333333333333336,52.333333333333336,16.833333333333332,588.7741960626238
2012,1,275.7,21,22,19805,10640,0.16,272.5,150,0.09,500,0.09,24,12,372279279.3333333,116940618.66666669,10.566666666666668,63.333333333333336,9.866666666666664,4.0,52.333333333333336,16.03333333333333,588.7741960626238
2012,1,275.7,21,22,19805,10640,0.16,272.5,150,0.09,500,0.09,24,12,372279279.3333333,116940618.66666669,10.566666666666668,63.333333333333336,9.866666666666664,4.033333333333333,48.43333333333334,16.833333333333332,588.7741960626238
2015,2,264.42,74,90,20355,7860,0.3,287.92,175,0.06,375,0.11,42,34,133388147.0,74029454.0,13.5,101.66666666666669,15.033333333333331,20.9,30.4,13.8,695.7019285685868
1998,2,68.34,30,68,19393,70860,0.85,67.19,75,0.5,100,0.49,37,37,31543959.666666668,70134391.33333333,23.45785440613027,99.25363984674328,15.907662835249042,24.33775510204082,35.4687074829932,15.374149659863946,300.8871953735442
1996,2,81.4,22,55,19977,25550,0.42,99.77,75,0.29,175,0.06,12,13,93724678.66666669,153957868.0,13.366666666666667,127.86666666666666,15.4,16.4,111.11666666666667,14.333333333333332,163.57765433758178
1998,3,79.32,15,112,19393,8320,0.51,73.34,75,0.36,100,0.63,11,41,32347993.33333333,72197335.33333333,24.066666666666663,20.666666666666668,11.0,21.366666666666664,6.666666666666667,12.133333333333336,286.9081930242706
1998,3,79.32,15,112,19393,8320,0.51,73.34,75,0.36,100,0.63,11,41,32347993.33333333,72197335.33333333,24.066666666666663,20.666666666666668,11.0,21.366666666666664,6.666666666666667,12.133333333333336,286.9081930242706
2004,2,240.92,34,55,19386,18370,0.84,260.02,100,0.1,400,0.11,19,13,92334746.33333331,86455229.66666667,15.533333333333331,94.2,15.466666666666669,16.4,111.11666666666667,14.333333333333332,239.86810146847375
1997,2,79.7,30,103,19393,96130,0.64,76.5,100,1.0,100,1.0,37,37,38988978.333333336,64793323.333333336,23.45785440613027,99.25363984674328,15.907662835249042,22.53333333333333,130.0,13.866666666666667,252.47086396640222
1997,2,79.7,30,103,19393,96130,0.64,76.5,100,1.0,100,1.0,37,37,38988978.333333336,64793323.333333336,23.45785440613027,99.25363984674328,15.907662835249042,22.53333333333333,130.0,13.866666666666667,252.47086396640222
1997,2,79.7,30,103,19393,96130,0.64,76.5,100,1.0,100,1.0,37,37,38988978.333333336,64793323.333333336,23.45785440613027,99.25363984674328,15.907662835249042,22.53333333333333,130.0,13.866666666666667,252.47086396640222
1996,1,91.86,22,27,19805,12680,0.19,94.04,75,0.37,150,0.07,12,31,90657448.33333331,158718686.33333334,-2.9,33.36666666666667,18.866666666666664,-0.4333333333333332,79.0,15.6,276.7425237292065
2005,3,91.33,24,79,19704,10480,0.24,92.29,75,0.48,150,0.07,31,36,118584333.33333331,65375000.0,21.160507246376813,76.59329710144927,12.228260869565215,26.266666666666666,91.0,8.0,457.8730056449572
2003,4,76.86,84,113,19393,17980,0.7,72.02,75,0.54,100,0.44,25,21,71207225.0,95840402.33333331,8.25,55.2,15.35,8.105062537224539,61.72245384157237,14.129720071471112,357.06059462124034
2003,4,76.86,84,113,19393,17980,0.7,72.02,75,0.54,100,0.44,25,21,71207225.0,95840402.33333331,8.25,55.2,15.35,8.105062537224539,61.72245384157237,14.129720071471112,357.06059462124034
2012,4,330.42,22,23,19790,8490,0.29,352.82,175,0.08,475,0.2,12,31,413670774.6666667,127335343.0,5.166666666666667,53.333333333333336,15.366666666666667,7.166666666666667,83.33333333333333,10.066666666666666,250.2373921364613
2012,4,330.42,22,23,19790,8490,0.29,352.82,175,0.08,475,0.2,12,31,413670774.6666667,127335343.0,5.966666666666668,53.333333333333336,16.166666666666668,7.166666666666667,83.33333333333333,10.066666666666666,250.2373921364613
2012,4,330.42,22,23,19790,8490,0.29,352.82,175,0.08,475,0.2,12,31,413670774.6666667,127335343.0,6.6000000000000005,53.73333333333333,16.166666666666668,7.166666666666667,83.33333333333333,10.066666666666666,250.2373921364613
1996,1,85.66,22,34,19393,48840,0.21,77.01,100,0.99,100,0.99,12,19,34758982.333333336,58272310.333333336,-2.9,33.36666666666667,18.866666666666664,-2.6333333333333333,54.06666666666666,17.433333333333334,237.9527276817369
2008,2,90.71,15,111,19393,31960,0.41,84.1,75,0.45,125,0.22,11,41,297843500.6666667,129655460.33333331,14.5,12.666666666666666,13.4,12.0,37.333333333333336,9.433333333333334,404.6333020113532
2008,2,90.71,15,111,19393,31960,0.41,84.1,75,0.45,125,0.22,11,41,297843500.6666667,129655460.33333331,14.5,12.666666666666666,13.4,12.199999999999998,37.333333333333336,11.933333333333332,404.6333020113532
1996,1,74.68,61,97,19393,28890,0.55,75.0,75,0.99,75,0.99,29,29,34758982.333333336,58272310.333333336,12.6,3.333333333333333,13.933333333333332,4.4,40.0,9.133333333333336,338.9569678260563
2005,1,91.87,79,80,19393,33590,0.9,87.24,75,0.37,125,0.31,36,16,92607719.33333331,102169640.0,7.399999999999999,103.0,12.566666666666668,15.2,146.66666666666666,14.0,459.1770081774013
2005,1,91.87,79,80,19393,33590,0.9,87.24,75,0.37,125,0.31,36,16,92607719.33333331,102169640.0,7.399999999999999,103.0,12.566666666666668,15.266666666666666,146.66666666666666,15.233333333333334,459.1770081774013
2005,1,91.87,79,80,19393,33590,0.9,87.24,75,0.37,125,0.31,36,16,92607719.33333331,102169640.0,7.399999999999999,103.0,12.566666666666668,15.2,146.66666666666666,14.0,459.1770081774013
2010,3,242.68,22,71,19977,11890,0.37,239.42,125,0.19,500,0.05,12,36,189783346.3333333,87404595.0,21.83333333333333,114.0,10.433333333333332,28.2,74.33333333333333,10.966666666666669,480.94360224459456
2010,3,242.68,22,71,19977,11890,0.37,239.42,125,0.19,500,0.05,12,36,189783346.3333333,87404595.0,22.83333333333333,114.0,12.1,28.2,74.33333333333333,10.966666666666669,480.94360224459456
2010,3,242.68,22,71,19977,11890,0.37,239.42,125,0.19,500,0.05,12,36,189783346.3333333,87404595.0,23.3,121.40000000000002,13.066666666666668,28.2,74.33333333333333,10.966666666666669,480.94360224459456
2006,3,97.55,57,72,19393,64690,0.85,93.28,75,0.28,125,0.51,8,8,187106555.0,119510165.0,27.166666666666668,132.33333333333334,8.766666666666666,28.03333333333333,313.3333333333333,10.7,326.6872607357875
2006,3,97.55,57,72,19393,64690,0.85,93.28,75,0.28,125,0.51,8,8,187106555.0,119510165.0,27.166666666666668,132.33333333333334,8.766666666666666,28.433333333333334,313.3333333333333,11.066666666666668,326.6872607357875
2001,1,212.77,26,123,20355,12700,0.76,217.49,100,0.17,400,0.06,35,7,78764333.33333333,90102000.0,9.7,84.66666666666667,10.433333333333332,4.466666666666667,68.0,15.333333333333334,399.5628910815017
2004,3,86.97,24,79,19393,27800,0.68,83.75,75,0.48,125,0.31,31,36,82162720.66666667,101936913.33333331,19.6,72.2,12.65,23.73333333333333,101.66666666666669,9.833333333333334,457.8730056449572
2010,2,233.5,53,123,19977,5030,0.11,314.37,125,0.1,600,0.05,1,7,191062050.66666663,84453982.66666667,23.0,86.66666666666667,9.6,21.23333333333333,49.0,13.466666666666669,606.1754580683197
1999,2,255.31,75,79,19386,15330,0.8,266.99,125,0.06,475,0.19,20,36,48240101.66666666,100506352.0,17.984955485513648,78.89359690667763,13.437628807906211,20.5,79.66666666666667,11.733333333333334,695.7382752854761
2000,1,250.75,32,83,19977,13320,0.79,262.82,75,0.05,550,0.08,5,32,102315878.66666669,160201148.0,3.2,20.666666666666668,16.066666666666666,8.700000000000001,45.0,19.566666666666663,500.11151771210325
2000,1,250.75,32,83,19977,13320,0.79,262.82,75,0.05,550,0.08,5,32,102315878.66666669,160201148.0,3.2,20.666666666666668,16.066666666666666,8.700000000000001,45.0,19.566666666666663,500.11151771210325
1997,1,78.0,30,121,19393,42950,0.61,76.5,100,1.0,100,1.0,37,32,44537801.333333336,62337806.0,11.273737373737372,85.14410774410774,16.301346801346803,7.7973333333333334,57.18666666666667,14.233333333333333,235.5922854090546
2005,1,90.39,66,91,19393,264860,0.58,87.0,75,0.28,125,0.36,4,3,92607719.33333331,102169640.0,14.5,126.66666666666669,12.4,15.733333333333334,44.333333333333336,9.733333333333333,364.41751037266374
2006,4,96.53,22,34,19393,46810,0.22,92.45,75,0.37,125,0.45,12,19,185210418.66666663,119331567.0,5.433333333333334,92.33333333333331,15.966666666666669,6.5,98.56666666666666,13.933333333333332,237.9527276817369
2006,4,96.53,22,34,19393,46810,0.22,92.45,75,0.37,125,0.45,12,19,185210418.66666663,119331567.0,5.4,92.33333333333331,15.366666666666667,6.5,98.56666666666666,13.933333333333332,237.9527276817369
2006,4,96.53,22,34,19393,46810,0.22,92.45,75,0.37,125,0.45,12,19,185210418.66666663,119331567.0,6.366666666666667,110.03333333333332,16.233333333333334,6.5,98.56666666666666,13.933333333333332,237.9527276817369
2013,3,286.29,24,75,19790,8080,0.24,293.43,200,0.11,475,0.07,31,20,424080216.0,144138320.66666666,21.3,82.0,12.233333333333334,22.742716617534114,95.25707083230041,9.775982585693393,630.4881033196874
1997,2,269.69,23,90,19790,18470,0.76,267.89,125,0.17,425,0.28,31,34,102910066.33333331,170819748.33333334,17.63968253968254,117.54349206349205,11.13079365079365,18.177651515151513,95.95681818181819,13.011742424242424,502.47272943627127
1997,1,79.9,91,97,19393,27790,0.58,73.23,75,0.71,125,0.28,3,29,44537801.333333336,62337806.0,13.75,18.5,8.25,4.333333333333333,34.166666666666664,7.8,596.2042276396635
2015,1,260.57,8,50,20355,1650,0.11,198.05,125,0.11,300,0.06,9,34,118994323.0,69244841.33333333,9.166509433962263,118.8254716981132,14.558962264150944,-1.9783475783475781,63.09572649572649,16.09962013295347,612.2047526299241
2018,3,110.87,15,112,19930,10210,0.2771,115.81,75,0.3418,225,0.0979,11,41,143536212.0,62762353.66666666,21.75,0.15,10.6,20.133333333333336,2.1666666666666665,12.566666666666668,286.9081930242706
2018,3,110.87,15,112,19930,10210,0.2771,115.81,75,0.3418,225,0.0979,11,41,143536212.0,62762353.66666666,21.75,0.15,10.6,20.133333333333333,2.1666666666666665,12.566666666666668,286.9081930242706
2018,3,110.87,15,112,19930,10210,0.2771,115.81,75,0.3418,225,0.0979,11,41,143536212.0,62762353.66666666,21.75,0.15,10.6,20.133333333333336,2.1666666666666665,12.566666666666668,286.9081930242706
2008,3,99.54,15,93,19393,28410,0.46,97.42,75,0.14,150,0.21,11,33,333231752.0,127753268.0,22.899999999999995,10.333333333333334,10.733333333333334,20.0,16.666666666666668,9.5,343.00899585506806
2007,4,96.5,30,121,19393,42220,0.66,93.05,75,0.33,125,0.43,37,32,234146564.3333333,125244386.0,15.1,69.96666666666667,13.433333333333332,11.0,63.333333333333336,12.7,235.5922854090546
2007,1,98.39,22,84,19805,11050,0.14,110.63,75,0.36,150,0.09,12,25,263437960.0,150594229.0,-1.3999999999999997,59.333333333333336,18.466666666666665,2.117777777777778,29.543333333333337,16.431111111111115,434.2522631585919
2007,1,98.39,22,84,19805,11050,0.14,110.63,75,0.36,150,0.09,12,25,263437960.0,150594229.0,-1.3,59.333333333333336,17.066666666666666,2.117777777777778,29.543333333333337,16.431111111111115,434.2522631585919
2007,1,98.39,22,84,19805,11050,0.14,110.63,75,0.36,150,0.09,12,25,263437960.0,150594229.0,-0.6666666666666664,73.10000000000001,18.76666666666667,2.117777777777778,29.543333333333337,16.431111111111115,434.2522631585919
2007,1,85.83,15,93,19930,30050,0.49,89.39,75,0.42,150,0.11,11,33,48689297.333333336,26362628.0,3.8333333333333335,15.0,10.733333333333334,6.8,80.66666666666667,11.833333333333334,343.00899585506806
2009,3,94.21,60,85,19790,4070,0.21,127.21,75,0.12,200,0.05,36,8,212470998.3333333,96107550.33333331,23.433333333333337,151.0,7.5,27.866666666666664,130.0,8.633333333333333,539.6334383491296
2003,4,232.24,55,90,20312,3160,0.11,168.48,125,0.1,250,0.07,13,34,16115065.666666666,18040973.33333333,7.48888888888889,91.46666666666665,15.055555555555555,8.860833333333334,104.0125,13.485833333333336,583.6139157767669
1996,3,72.34,61,120,19994,7340,0.36,70.79,75,0.65,100,0.28,29,3,5640784.333333333,8011773.666666667,31.46666666666667,3.333333333333333,14.366666666666664,29.0,63.0,11.8,377.11734413040443
2006,4,307.11,23,81,19704,14100,0.18,308.72,125,0.1,675,0.07,31,30,128131333.33333331,66262666.66666666,7.966666666666666,85.0,12.033333333333331,5.028418455743879,86.30060037664784,13.961467608286254,570.5218525673794
2012,4,316.88,23,81,20355,9180,0.12,238.57,175,0.05,300,0.05,31,30,207141274.3333333,67222843.66666667,7.166666666666667,83.33333333333333,10.066666666666666,6.066666666666664,94.0,13.100000000000001,570.5218525673794
2009,2,95.1,84,113,19393,30600,0.96,93.95,75,0.27,150,0.1,25,21,230449702.0,124001608.33333331,17.9,208.5,18.5,18.853232931726904,113.20140562248997,16.217831325301205,357.06059462124034
1997,2,70.03,30,68,19393,54890,0.79,68.17,75,0.67,100,0.32,37,37,38988978.333333336,64793323.333333336,23.45785440613027,99.25363984674328,15.907662835249042,22.710714285714285,117.52857142857144,14.30119047619048,300.8871953735442
2015,4,295.62,8,21,19790,7820,0.29,326.58,200,0.07,500,0.15,9,24,280356943.6666667,146241065.66666666,12.627222222222224,90.04972222222221,12.549166666666668,11.277777777777779,68.62222222222222,8.429166666666667,227.6138912120633
2000,2,242.83,22,46,19977,14830,0.59,283.42,100,0.06,550,0.17,12,24,110827197.0,165106212.0,14.9,135.79999999999998,15.166666666666666,19.78666666666667,79.26666666666667,10.78,578.8924928067324
2013,3,274.02,27,90,20355,11690,0.4,296.45,175,0.1,425,0.07,31,34,209870816.0,72420787.0,22.3,103.66666666666669,8.833333333333332,22.0,189.66666666666663,9.2,415.46522448549774
2010,3,237.19,67,81,19393,5570,0.15,192.32,125,0.15,325,0.05,15,30,294834385.0,125053401.0,26.8,62.66666666666666,9.933333333333334,20.933333333333334,135.0,11.166666666666666,649.0175778508774
2009,4,223.15,34,71,19386,11630,0.72,228.34,150,0.44,200,0.05,19,36,106903942.0,52778428.0,5.666666666666667,54.76666666666667,14.266666666666667,13.584027777777779,107.22615740740738,11.70300925925926,623.5838223028783
2010,2,233.5,53,123,20355,23110,0.52,238.11,125,0.09,275,0.08,1,7,157978821.33333334,73638038.66666667,23.0,86.66666666666667,9.6,21.23333333333333,49.0,13.466666666666669,606.1754580683197
2018,3,131.94,15,100,19393,7920,0.2813,126.85,75,0.1288,250,0.0518,11,4,378418294.6666667,176535889.66666666,21.75,0.15,10.6,21.0,0.0,8.0,441.75592264550613
2018,3,131.94,15,100,19393,7920,0.2813,126.85,75,0.1288,250,0.0518,11,4,378418294.6666667,176535889.66666666,21.75,0.15,10.6,20.7,0.0,8.0,441.75592264550613
2018,3,131.94,15,100,19393,7920,0.2813,126.85,75,0.1288,250,0.0518,11,4,378418294.6666667,176535889.66666666,21.75,0.15,10.6,21.0,0.0,8.0,441.75592264550613
2018,3,131.94,15,100,19393,7920,0.2813,126.85,75,0.1288,250,0.0518,11,4,378418294.6666667,176535889.66666666,21.75,0.15,10.6,20.7,0.0,8.0,441.75592264550613
2009,2,226.31,16,34,19386,62010,0.76,235.91,125,0.06,375,0.1,17,19,93182101.0,62429445.0,18.217177856373077,65.88502892778158,12.374699368840885,15.033333333333331,109.0,13.533333333333331,613.1346322263809
2008,4,93.25,15,112,19393,26690,0.81,92.27,75,0.29,125,0.32,11,41,293185172.3333333,122774053.66666669,6.1000000000000005,33.0,9.7,2.4,51.333333333333336,11.566666666666668,286.9081930242706
2008,4,93.25,15,112,19393,26690,0.81,92.27,75,0.29,125,0.32,11,41,293185172.3333333,122774053.66666669,6.1000000000000005,33.0,9.7,2.5333333333333337,51.333333333333336,7.2,286.9081930242706
2008,4,93.25,15,112,19393,26690,0.81,92.27,75,0.29,125,0.32,11,41,293185172.3333333,122774053.66666669,6.1000000000000005,33.0,9.7,2.4,51.333333333333336,11.566666666666668,286.9081930242706
2013,1,344.41,23,81,19977,14030,0.22,385.22,200,0.1,625,0.07,31,30,368184142.6666667,116852921.33333331,1.6333333333333335,80.33333333333333,12.566666666666668,-1.3387328696013288,67.60232333342799,17.316637391328523,570.5218525673794
1996,3,72.66,4,30,19805,10000,0.25,75.54,75,0.55,100,0.36,37,37,100014818.66666669,166695384.33333334,28.03985489524741,90.38312953452352,11.337625336268033,28.95555555555556,55.73148148148148,12.675925925925927,334.28297433507424
1999,1,234.83,31,81,19790,1590,0.1,268.24,125,0.06,425,0.13,31,30,85246742.33333333,173864857.33333334,0.5666666666666667,80.66666666666667,18.8,-2.1791666666666663,73.79166666666667,17.124999999999996,545.3184125672018
2010,1,226.06,21,57,20355,9520,0.7,250.14,75,0.1,475,0.05,24,8,132106738.33333331,63818125.0,5.733333333333333,110.33333333333331,10.133333333333336,10.699999999999998,72.66666666666667,11.966666666666669,340.45950166231
2005,4,88.11,2,91,19393,93080,0.84,87.06,75,0.41,125,0.4,28,3,130438646.33333331,108914053.33333331,10.68981582669428,72.63668203599143,12.949507102269534,19.53333333333333,1.3333333333333333,8.433333333333332,328.0343769623131
2004,1,85.55,15,111,19930,34530,0.59,92.55,75,0.38,150,0.08,11,41,27556597.666666668,26034203.666666668,2.9,32.333333333333336,12.266666666666666,6.8,92.66666666666669,12.466666666666669,404.6333020113532
2004,1,85.55,15,111,19930,34530,0.59,92.55,75,0.38,150,0.08,11,41,27556597.666666668,26034203.666666668,2.9,32.333333333333336,12.266666666666666,6.8,92.66666666666669,12.466666666666669,404.6333020113532
2011,4,263.49,67,81,20355,5210,0.16,272.91,200,0.12,300,0.07,15,30,201649334.0,67142428.33333333,10.566666666666668,129.0,11.666666666666666,7.299999999999999,76.66666666666667,12.033333333333331,649.0175778508774
1997,4,234.75,45,81,19386,9720,0.47,236.25,125,0.25,450,0.13,19,30,58697201.0,97852281.66666669,3.6666666666666674,38.0,14.7,3.9166666666666665,77.5,13.933333333333334,623.3961611295463
2010,2,96.88,111,112,19930,78010,0.81,98.46,75,0.35,175,0.05,41,41,57048058.333333336,25880420.33333333,12.7,74.66666666666667,8.9,11.233333333333334,50.333333333333336,15.0,227.68408065127355
2010,2,96.88,111,112,19930,78010,0.81,98.46,75,0.35,175,0.05,41,41,57048058.333333336,25880420.33333333,12.7,74.66666666666667,8.9,11.9,50.333333333333336,8.933333333333332,227.68408065127355
2010,2,96.88,111,112,19930,78010,0.81,98.46,75,0.35,175,0.05,41,41,57048058.333333336,25880420.33333333,12.7,74.66666666666667,8.9,11.233333333333334,50.333333333333336,15.0,227.68408065127355
2010,2,96.88,111,112,19930,78010,0.81,98.46,75,0.35,175,0.05,41,41,57048058.333333336,25880420.33333333,12.033333333333331,74.66666666666667,12.333333333333334,11.233333333333334,50.333333333333336,15.0,227.68408065127355
2010,2,96.88,111,112,19930,78010,0.81,98.46,75,0.35,175,0.05,41,41,57048058.333333336,25880420.33333333,12.033333333333331,74.66666666666667,12.333333333333334,11.9,50.333333333333336,8.933333333333332,227.68408065127355
2010,2,96.88,111,112,19930,78010,0.81,98.46,75,0.35,175,0.05,41,41,57048058.333333336,25880420.33333333,12.033333333333331,74.66666666666667,12.333333333333334,11.233333333333334,50.333333333333336,15.0,227.68408065127355
1999,3,73.36,57,117,20355,11360,0.57,76.08,75,0.7,125,0.08,8,8,49189666.66666666,86242666.66666667,26.96666666666667,170.33333333333334,9.366666666666667,28.166666666666668,153.66666666666666,9.7,168.06479262566748
2014,1,307.15,27,75,19790,12920,0.63,337.81,200,0.21,575,0.05,31,20,373654404.0,124404140.66666669,-1.7000000000000002,62.66666666666666,14.866666666666667,2.647898363811243,74.01430557473059,14.680454217895642,626.0254572348414
1996,2,74.82,30,121,19393,44190,0.67,73.0,75,1.0,75,1.0,37,32,38565989.333333336,61053059.333333336,23.45785440613027,99.25363984674328,15.907662835249042,22.38611111111111,94.91666666666667,11.380555555555555,235.5922854090546
1997,2,225.83,45,81,19977,2790,0.13,214.77,100,0.08,425,0.06,19,30,93831815.0,155854607.0,12.233333333333334,64.66666666666667,15.633333333333333,16.65333333333333,65.6,12.84,623.3961611295463
2001,2,277.96,23,75,19790,8060,0.3,252.31,75,0.05,575,0.05,31,20,113014643.0,165686669.66666666,17.733333333333334,95.66666666666669,11.1,18.46649758321727,80.882998907693,13.545672753119419,602.5962903551526
1997,3,265.09,22,23,19977,21060,0.37,260.41,100,0.1,400,0.07,12,31,96450558.0,164744232.66666666,20.5,84.86666666666666,13.4,22.780851063829783,81.8971631205674,8.672340425531916,250.2373921364613
2018,3,131.94,15,100,19930,5320,0.1889,128.24,75,0.1165,225,0.1071,11,4,143536212.0,62762353.66666666,21.75,0.15,10.6,21.0,0.0,8.0,441.75592264550613
2018,3,131.94,15,100,19930,5320,0.1889,128.24,75,0.1165,225,0.1071,11,4,143536212.0,62762353.66666666,21.75,0.15,10.6,20.7,0.0,8.0,441.75592264550613
2018,3,131.94,15,100,19930,5320,0.1889,128.24,75,0.1165,225,0.1071,11,4,143536212.0,62762353.66666666,21.75,0.15,10.6,21.0,0.0,8.0,441.75592264550613
2018,3,131.94,15,100,19930,5320,0.1889,128.24,75,0.1165,225,0.1071,11,4,143536212.0,62762353.66666666,21.75,0.15,10.6,20.7,0.0,8.0,441.75592264550613
2018,3,133.6,19,81,19790,7040,0.1747,139.37,75,0.2102,225,0.1122,40,30,425982734.0,191201949.66666663,24.987037472863364,87.14152584197228,11.107832091559768,21.433333333333337,88.7,10.5,437.94874798055133
2007,4,230.67,27,75,19386,18900,0.7,246.59,150,0.21,275,0.25,31,20,163264900.33333334,70988276.0,8.5,85.66666666666667,12.733333333333334,10.45441668679368,67.9904385055177,11.260924182148752,626.0254572348414
2000,3,78.02,30,68,19805,12350,0.16,80.65,75,0.5,125,0.17,37,37,114277315.0,182229845.3333333,28.70992907801418,71.80177304964539,12.61099290780142,29.18777777777778,47.74574074074074,14.577962962962964,300.8871953735442
1999,1,301.64,71,75,19386,12080,0.91,301.98,75,0.05,475,0.26,36,20,40437254.66666666,93972855.0,10.6,167.6,17.2,4.955588186640179,71.36901765653461,15.074564230032555,702.7814096567012
2009,1,94.91,32,102,19790,28080,0.26,93.96,75,0.51,150,0.21,5,38,242209950.0,83660039.33333333,3.4666666666666663,8.333333333333334,17.86666666666667,1.6,74.5,10.700000000000001,378.4011225740058
1999,3,78.34,113,121,19393,10570,0.47,76.23,75,0.46,100,0.52,21,32,47275604.0,80587711.0,24.929629629629627,101.12345679012346,12.125925925925925,26.079166666666666,118.33333333333334,9.854166666666666,355.6422277153886
1997,4,79.69,10,73,19393,17660,0.97,79.18,75,0.57,100,0.42,37,37,41098378.66666666,68042553.33333333,15.133333333333333,106.66666666666669,11.8,13.233333333333334,15.666666666666666,16.433333333333334,284.06693351270917
2014,3,274.6,8,21,19790,6670,0.25,317.68,100,0.07,500,0.12,9,24,426786490.3333333,148236527.66666666,25.3,94.66666666666669,10.566666666666665,24.066666666666663,102.33333333333331,8.333333333333334,227.6138912120633
2003,2,225.5,8,113,19805,23370,0.48,213.34,75,0.09,450,0.06,9,21,131054746.0,173996172.0,20.066666666666663,191.0,12.566666666666665,18.853232931726904,113.20140562248997,16.217831325301205,467.53181580146446
2006,2,229.93,22,125,19977,6880,0.4,229.04,150,0.1,350,0.12,12,14,233969453.66666663,109559668.66666669,15.766666666666666,95.66666666666669,15.066666666666665,20.713721425094256,69.83474294608293,13.099250924875566,587.0599012273484
2006,2,229.93,22,125,19977,6880,0.4,229.04,150,0.1,350,0.12,12,14,233969453.66666663,109559668.66666669,15.5,95.66666666666669,14.133333333333333,20.713721425094256,69.83474294608293,13.099250924875566,587.0599012273484
2006,2,229.93,22,125,19977,6880,0.4,229.04,150,0.1,350,0.12,12,14,233969453.66666663,109559668.66666669,16.233333333333334,92.5,15.433333333333332,20.713721425094256,69.83474294608293,13.099250924875566,587.0599012273484
2010,2,236.66,34,90,20355,27150,0.49,232.01,150,0.28,425,0.06,19,34,157978821.33333334,73638038.66666667,17.066666666666666,123.36666666666667,13.233333333333334,19.23333333333333,61.0,11.566666666666668,445.397735284479
2008,2,294.94,75,92,19386,14730,0.59,343.81,125,0.08,450,0.05,20,34,197720069.0,68294622.66666667,17.396244861013464,78.30385774840175,13.821044121480826,15.666666666666666,96.33333333333331,12.0,742.5687621034716
2002,1,237.44,16,24,19393,8000,0.17,142.05,100,0.08,200,0.18,17,31,56555244.0,89243028.33333333,5.507132832116229,75.90498466639833,14.278710659728214,1.355208333333333,57.941666666666656,17.889583333333334,547.6488311699138
1996,2,232.12,23,81,19790,48930,0.71,249.0,75,0.1,400,0.08,31,30,102437483.33333331,166692702.33333334,17.63968253968254,117.54349206349205,11.13079365079365,12.9,127.33333333333331,14.333333333333334,570.5218525673794
2000,4,79.91,61,120,19393,28030,0.8,78.55,75,0.34,100,0.63,29,3,71807656.33333333,88017785.33333333,13.199999999999998,8.0,10.666666666666666,14.666666666666666,54.0,10.666666666666666,377.11734413040443
2001,1,239.83,16,90,20355,124640,0.83,248.35,75,0.05,375,0.07,17,34,78764333.33333333,90102000.0,3.413569977612257,66.43130164388987,14.036784408334038,2.455797101449275,76.11086956521739,15.009782608695653,264.2407635509185
1996,4,260.58,3,22,19977,13270,0.86,261.07,125,0.11,475,0.18,34,12,111472589.33333331,155077515.0,5.3,159.0,10.6,3.2,62.866666666666674,15.833333333333334,639.8667473203708
2003,4,258.38,8,21,20355,6350,0.27,244.27,75,0.06,325,0.08,9,24,46801333.333333336,56738666.66666666,12.566666666666668,70.66666666666667,13.133333333333336,11.066666666666668,39.333333333333336,8.666666666666668,227.6138912120633
2001,3,231.47,81,98,20355,17690,0.45,229.47,75,0.11,425,0.06,30,39,68897000.0,88513333.33333333,20.2,53.66666666666666,13.466666666666669,23.066666666666663,84.0,10.666666666666666,289.8618332978835
2000,1,300.78,23,92,19790,7670,0.58,308.46,300,0.17,400,0.09,31,34,96495724.0,175106114.0,3.9666666666666655,97.0,13.966666666666669,2.2666666666666666,54.66666666666666,14.233333333333334,256.6365206256281
2007,4,220.65,75,79,19386,18310,0.72,231.7,125,0.22,300,0.17,20,36,163264900.33333334,70988276.0,9.97266278964096,70.02781553208237,12.341462599723611,12.133333333333333,125.66666666666669,9.9,695.7382752854761
2007,2,230.44,34,90,20355,16740,0.28,233.29,125,0.16,500,0.13,19,34,96598652.0,48252580.0,15.666666666666666,71.10000000000001,12.733333333333334,17.166666666666668,133.33333333333334,11.766666666666666,445.397735284479
